Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
15/07/2024 01:37,01:37:00,CNR2671538988,Success,CID990226,eBike,Banashankari,Richmond Town,168,85,null,null,No,null,333,Cash,6,3.8,4.6,#NAME?
04/07/2024 05:17,05:17:00,CNR1930983760,Success,CID489167,Prime Sedan,KR Puram,Devanahalli,301,110,null,null,No,null,130,UPI,9,4.9,3.3,#NAME?
29/07/2024 09:05,09:05:00,CNR1576690644,Success,CID770225,Auto,Indiranagar,Langford Town,161,80,null,null,No,null,144,Cash,10,4.1,3.5,#NAME?
08/07/2024 08:50,08:50:00,CNR6687046527,Success,CID484756,Auto,Nagarbhavi,Magadi Road,147,50,null,null,No,null,961,UPI,2,4.3,3.8,#NAME?
03/07/2024 22:38,22:38:00,CNR5214223947,Canceled by Customer,CID288996,Prime Sedan,Majestic,Malleshwaram,null,null,Driver asked to cancel,null,null,null,604,null,0,null,null,#NAME?
26/07/2024 09:06,09:06:00,CNR3696598594,Success,CID422381,Auto,Majestic,Kadugodi,91,85,null,null,No,null,342,UPI,1,4.3,3.9,#NAME?
02/07/2024 00:23,00:23:00,CNR8589920790,Canceled by Customer,CID488426,Mini,Malleshwaram,Kammanahalli,null,null,Driver is not moving towards pickup location,null,null,null,409,null,0,null,null,#NAME?
24/07/2024 21:00,21:00:00,CNR3050266121,Success,CID254802,Prime Sedan,Marathahalli,Kengeri,105,25,null,null,No,null,489,UPI,12,4.7,4.2,#NAME?
02/07/2024 22:06,22:06:00,CNR8248650136,Canceled by Driver,CID831076,Auto,Kammanahalli,JP Nagar,null,null,null,Personal & Car related issue,null,null,929,null,0,null,null,#NAME?
21/07/2024 19:09,19:09:00,CNR8277565872,Success,CID243551,Mini,BTM Layout,Basavanagudi,133,45,null,null,No,null,346,Cash,22,4.2,3.3,#NAME?
23/07/2024 23:25,23:25:00,CNR8229656349,Success,CID350287,Mini,Rajajinagar,Kengeri,259,120,null,null,No,null,793,Credit Card,9,3.6,3.8,#NAME?
24/07/2024 11:37,11:37:00,CNR2972442433,Success,CID970989,Prime Sedan,Rajajinagar,Basavanagudi,224,65,null,null,No,null,469,UPI,28,4.3,3.5,#NAME?
03/07/2024 06:23,06:23:00,CNR7109314308,Success,CID452595,eBike,Rajarajeshwari Nagar,Chickpet,161,95,null,null,No,null,233,UPI,40,3.7,4.1,#NAME?
20/07/2024 01:43,01:43:00,CNR9633582377,Canceled by Driver,CID798617,Prime Plus,JP Nagar,Sarjapur Road,null,null,null,Customer was coughing/sick,null,null,401,null,0,null,null,#NAME?
13/07/2024 20:30,20:30:00,CNR7314215778,Success,CID460519,Auto,Malleshwaram,Electronic City,175,55,null,null,No,null,207,UPI,4,4.8,5,#NAME?
25/07/2024 10:37,10:37:00,CNR8070363718,Canceled by Driver,CID676697,Prime Sedan,Frazer Town,Indiranagar,null,null,null,Customer was coughing/sick,null,null,351,null,0,null,null,#NAME?
18/07/2024 04:11,04:11:00,CNR7643459345,Success,CID709679,Bike,Ulsoor,KR Puram,140,45,null,null,No,null,402,Cash,2,4.9,3.1,#NAME?
30/07/2024 13:41,13:41:00,CNR5920793060,Success,CID374655,Prime Plus,Hennur,KR Puram,175,50,null,null,No,null,624,UPI,38,3.4,4.7,#NAME?
29/07/2024 23:29,23:29:00,CNR3558335067,Canceled by Driver,CID994763,Mini,RT Nagar,Electronic City,null,null,null,Customer related issue,null,null,945,null,0,null,null,#NAME?
02/07/2024 19:37,19:37:00,CNR5902195430,Success,CID485857,Prime Sedan,Shantinagar,Hosur Road,56,135,null,null,No,null,295,UPI,28,3.3,3.8,#NAME?
26/07/2024 08:41,08:41:00,CNR6938164723,Canceled by Customer,CID616438,Auto,RT Nagar,Chickpet,null,null,Driver is not moving towards pickup location,null,null,null,718,null,0,null,null,#NAME?
23/07/2024 20:37,20:37:00,CNR3989026336,Canceled by Driver,CID739527,Auto,Marathahalli,MG Road,null,null,null,Personal & Car related issue,null,null,963,null,0,null,null,#NAME?
23/07/2024 08:20,08:20:00,CNR7947752424,Canceled by Driver,CID312192,Bike,Rajajinagar,Ramamurthy Nagar,null,null,null,Personal & Car related issue,null,null,1869,null,0,null,null,#NAME?
27/07/2024 19:59,19:59:00,CNR5515574345,Success,CID646862,Prime SUV,Cox Town,HSR Layout,70,40,null,null,No,null,918,UPI,9,4.4,3.5,#NAME?
25/07/2024 14:15,14:15:00,CNR5193789377,Success,CID554587,Auto,Majestic,Majestic,35,60,null,null,No,null,134,UPI,16,4.9,4.4,#NAME?
05/07/2024 04:32,04:32:00,CNR6987923530,Success,CID701686,Prime Plus,Chickpet,Bellandur,56,125,null,null,No,null,345,UPI,21,3.6,3.6,#NAME?
07/07/2024 12:18,12:18:00,CNR1447068216,Success,CID670988,Prime Plus,Chamarajpet,Hennur,231,140,null,null,No,null,924,UPI,30,4.8,3.6,#NAME?
23/07/2024 07:32,07:32:00,CNR2862815650,Success,CID149705,eBike,Nagarbhavi,Sarjapur Road,49,35,null,null,No,null,373,Cash,11,4.7,4.7,#NAME?
05/07/2024 10:04,10:04:00,CNR7792061159,Success,CID171490,Mini,Varthur,Nagarbhavi,91,65,null,null,No,null,375,Cash,29,4,4.4,#NAME?
25/07/2024 02:26,02:26:00,CNR9039416911,Success,CID491409,Mini,Rajarajeshwari Nagar,Hennur,56,45,null,null,No,null,268,Cash,7,4.5,3.6,#NAME?
22/07/2024 16:33,16:33:00,CNR5793649611,Success,CID282183,Auto,Hosur Road,JP Nagar,91,65,null,null,No,null,519,Cash,2,3.5,4.3,#NAME?
13/07/2024 04:51,04:51:00,CNR6854201913,Success,CID467155,Bike,Majestic,Langford Town,126,60,null,null,No,null,141,Cash,12,3.6,3.8,#NAME?
08/07/2024 22:46,22:46:00,CNR7087492547,Success,CID951895,Bike,RT Nagar,JP Nagar,308,85,null,null,No,null,186,UPI,38,4.1,3.8,#NAME?
03/07/2024 07:49,07:49:00,CNR4143470815,Success,CID111601,Prime Sedan,Langford Town,Langford Town,301,140,null,null,No,null,982,Cash,16,4.3,4.7,#NAME?
12/07/2024 02:23,02:23:00,CNR8792365083,Canceled by Driver,CID462303,Prime Plus,Shivajinagar,JP Nagar,null,null,null,Personal & Car related issue,null,null,218,null,0,null,null,#NAME?
13/07/2024 03:11,03:11:00,CNR4160637846,Success,CID955988,Mini,Shantinagar,Magadi Road,98,30,null,null,No,null,803,Cash,14,3.5,4.8,#NAME?
05/07/2024 12:00,12:00:00,CNR4730462346,Success,CID715681,Prime Sedan,Hebbal,Jayanagar,168,45,null,null,No,null,389,Credit Card,46,3.1,3.8,#NAME?
20/07/2024 05:31,05:31:00,CNR3717381634,Canceled by Driver,CID384320,eBike,Nagarbhavi,RT Nagar,null,null,null,More than permitted people in there,null,null,135,null,0,null,null,#NAME?
12/07/2024 18:01,18:01:00,CNR3417502965,Success,CID424602,eBike,Sarjapur Road,Bannerghatta Road,147,35,null,null,No,null,432,UPI,5,4.9,4.3,#NAME?
22/07/2024 23:16,23:16:00,CNR3600939753,Success,CID882123,Bike,Devanahalli,Yeshwanthpur,294,45,null,null,No,null,424,Cash,14,4.4,4.2,#NAME?
18/07/2024 21:49,21:49:00,CNR5181746297,Canceled by Customer,CID305943,Mini,Chamarajpet,BTM Layout,null,null,Driver is not moving towards pickup location,null,null,null,1866,null,0,null,null,#NAME?
09/07/2024 03:32,03:32:00,CNR6672329764,Success,CID695232,Prime SUV,Kengeri,Majestic,70,55,null,null,No,null,2981,Cash,14,3,4.7,#NAME?
08/07/2024 13:42,13:42:00,CNR8934509053,Success,CID998400,Bike,Hosur Road,Malleshwaram,189,110,null,null,No,null,719,Cash,27,3.9,3.7,#NAME?
13/07/2024 10:27,10:27:00,CNR7734309821,Canceled by Customer,CID545024,eBike,Electronic City,Hosur Road,null,null,Driver is not moving towards pickup location,null,null,null,499,null,0,null,null,#NAME?
05/07/2024 10:03,10:03:00,CNR3264754489,Driver Not Found,CID960832,eBike,Bellandur,MG Road,null,null,null,null,null,null,454,null,0,null,null,#NAME?
02/07/2024 14:04,14:04:00,CNR6354004178,Success,CID112187,Prime SUV,Shantinagar,Kammanahalli,56,105,null,null,No,null,242,UPI,44,4.4,4.8,#NAME?
22/07/2024 21:53,21:53:00,CNR4658965953,Success,CID197262,Mini,KR Puram,Shivajinagar,126,140,null,null,No,null,663,Cash,15,4.5,5,#NAME?
10/07/2024 23:06,23:06:00,CNR7296216469,Success,CID124038,Mini,Sarjapur Road,Padmanabhanagar,147,135,null,null,Yes,Customer Demand,442,Cash,43,3.5,5,#NAME?
07/07/2024 18:49,18:49:00,CNR1027785146,Canceled by Driver,CID465899,Auto,Hennur,HSR Layout,null,null,null,Personal & Car related issue,null,null,454,null,0,null,null,#NAME?
10/07/2024 13:18,13:18:00,CNR6293456759,Driver Not Found,CID993583,Prime Plus,Yelahanka,Whitefield,null,null,null,null,null,null,192,null,0,null,null,#NAME?
13/07/2024 15:00,15:00:00,CNR7895473510,Success,CID573911,Auto,Electronic City,Vijayanagar,210,125,null,null,No,null,253,Cash,9,4,3,#NAME?
08/07/2024 07:56,07:56:00,CNR4112350664,Success,CID723639,Prime SUV,Hulimavu,Banashankari,287,95,null,null,No,null,446,Cash,14,4.6,3.1,#NAME?
12/07/2024 23:51,23:51:00,CNR9735730132,Driver Not Found,CID400089,Prime Plus,Basavanagudi,Richmond Town,null,null,null,null,null,null,345,null,0,null,null,#NAME?
20/07/2024 23:13,23:13:00,CNR7765648208,Success,CID804711,Auto,Rajajinagar,Chickpet,259,115,null,null,No,null,361,Cash,13,3.2,3.4,#NAME?
22/07/2024 14:53,14:53:00,CNR5848221847,Canceled by Customer,CID684645,Mini,Kammanahalli,Majestic,null,null,Wrong Address,null,null,null,418,null,0,null,null,#NAME?
29/07/2024 23:56,23:56:00,CNR7431340936,Driver Not Found,CID875801,Mini,Peenya,Tumkur Road,null,null,null,null,null,null,475,null,0,null,null,#NAME?
23/07/2024 22:50,22:50:00,CNR2569160184,Canceled by Driver,CID229671,Bike,Padmanabhanagar,Hosur Road,null,null,null,Customer related issue,null,null,370,null,0,null,null,#NAME?
28/07/2024 19:10,19:10:00,CNR6294714720,Canceled by Customer,CID847706,eBike,Whitefield,Hennur,null,null,Driver asked to cancel,null,null,null,291,null,0,null,null,#NAME?
04/07/2024 16:33,16:33:00,CNR9556051787,Success,CID124602,Prime Plus,Kadugodi,Magadi Road,308,115,null,null,No,null,283,Cash,2,3.3,3.1,#NAME?
21/07/2024 02:10,02:10:00,CNR3151562230,Success,CID864144,Prime Plus,Koramangala,Yelahanka,182,145,null,null,Yes,Vehicle Breakdown,105,UPI,16,4.9,3.4,#NAME?
28/07/2024 03:18,03:18:00,CNR3888627336,Success,CID101545,Mini,Basavanagudi,Marathahalli,259,75,null,null,No,null,1918,Cash,38,3.4,4.3,#NAME?
30/07/2024 23:11,23:11:00,CNR6536563208,Success,CID527863,Mini,Chamarajpet,Indiranagar,105,100,null,null,No,null,412,Cash,22,3.9,3.4,#NAME?
21/07/2024 19:48,19:48:00,CNR9221369404,Success,CID153868,Prime SUV,Sahakar Nagar,Kengeri,175,115,null,null,No,null,110,Cash,3,4.4,3.9,#NAME?
28/07/2024 09:39,09:39:00,CNR5701220733,Canceled by Driver,CID917125,Prime SUV,Rajajinagar,Chickpet,null,null,null,More than permitted people in there,null,null,294,null,0,null,null,#NAME?
10/07/2024 09:55,09:55:00,CNR7419458512,Success,CID542417,Prime SUV,Shantinagar,Marathahalli,252,70,null,null,No,null,571,UPI,28,3.9,3,#NAME?
02/07/2024 21:51,21:51:00,CNR7587397053,Canceled by Driver,CID462242,Mini,JP Nagar,Rajarajeshwari Nagar,null,null,null,Customer related issue,null,null,187,null,0,null,null,#NAME?
03/07/2024 00:06,00:06:00,CNR6987499296,Success,CID819742,Prime Plus,Padmanabhanagar,Rajajinagar,63,60,null,null,No,null,364,Cash,15,3.3,4,#NAME?
21/07/2024 08:54,08:54:00,CNR4029323577,Success,CID970067,eBike,Langford Town,Vijayanagar,161,65,null,null,No,null,241,Cash,30,4.5,4,#NAME?
23/07/2024 00:45,00:45:00,CNR6398804130,Success,CID506447,Prime SUV,Hebbal,Frazer Town,245,70,null,null,No,null,290,UPI,39,3.8,3.3,#NAME?
10/07/2024 18:45,18:45:00,CNR5457171323,Success,CID324049,Mini,Hulimavu,Rajarajeshwari Nagar,224,65,null,null,No,null,915,Cash,22,4.6,3.5,#NAME?
30/07/2024 20:47,20:47:00,CNR9662064828,Canceled by Customer,CID989204,eBike,Yelahanka,MG Road,null,null,Driver asked to cancel,null,null,null,746,null,0,null,null,#NAME?
08/07/2024 10:02,10:02:00,CNR3107498077,Driver Not Found,CID950406,eBike,Bannerghatta Road,Shantinagar,null,null,null,null,null,null,427,null,0,null,null,#NAME?
01/07/2024 21:53,21:53:00,CNR3952732444,Success,CID452123,Prime Plus,RT Nagar,Bannerghatta Road,42,75,null,null,No,null,409,Cash,7,3.1,4.9,#NAME?
20/07/2024 06:22,06:22:00,CNR5777910597,Canceled by Driver,CID663872,Prime SUV,JP Nagar,Shantinagar,null,null,null,More than permitted people in there,null,null,898,null,0,null,null,#NAME?
02/07/2024 03:52,03:52:00,CNR2991513181,Success,CID992348,Auto,Hennur,Padmanabhanagar,175,95,null,null,No,null,305,Cash,2,3.7,3.9,#NAME?
11/07/2024 07:57,07:57:00,CNR5940757396,Canceled by Customer,CID700861,Mini,JP Nagar,KR Puram,null,null,Change of plans,null,null,null,2501,null,0,null,null,#NAME?
06/07/2024 06:51,06:51:00,CNR7375877575,Success,CID348054,Prime Plus,JP Nagar,Mysore Road,112,110,null,null,No,null,2926,UPI,43,4.5,4.1,#NAME?
16/07/2024 21:19,21:19:00,CNR1872080690,Canceled by Driver,CID691524,Auto,Banashankari,Kengeri,null,null,null,Customer related issue,null,null,463,null,0,null,null,#NAME?
07/07/2024 18:50,18:50:00,CNR8442827020,Success,CID478385,Auto,Kammanahalli,BTM Layout,133,130,null,null,No,null,717,Cash,16,3.7,3.7,#NAME?
13/07/2024 02:03,02:03:00,CNR8692201198,Success,CID842293,Prime SUV,BTM Layout,Richmond Town,42,40,null,null,No,null,214,UPI,17,4.1,3.5,#NAME?
19/07/2024 01:05,01:05:00,CNR3016403523,Success,CID800910,Mini,Bellandur,Peenya,161,100,null,null,No,null,434,UPI,35,3.4,4.9,#NAME?
20/07/2024 03:01,03:01:00,CNR1593407677,Success,CID142070,Mini,Banashankari,Bellandur,210,145,null,null,No,null,318,UPI,49,4.7,3.3,#NAME?
